type,created,latitude,longitude,no_sighted,data_source_id,data_source_comments,m,day,year,month,date,date_ymd,time,J,K,L,sum_jkl,srkw_generic,srkw_type,srkw,biggs,sum_srkw_biggs,south,southeast,southwest,north,northeast,northwest,east,west,dir_sum
Southern Resident Killer Whale,2020-11-02 23:40:00,48.04042,-122.62414,24.0,123667.0,J pod calls on Bush Point hydrophone (Orca Network FB),11,2,2020,Nov,Nov-2,2020-11-2,23:40:00,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-03 00:45:00,47.95495,-122.57426,24.0,123666.0,J pod southbound (Orca Network),11,3,2020,Nov,Nov-3,2020-11-3,00:45:00,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2020-11-03 01:00:00,47.94736,-122.58946,24.0,123668.0,"J pod SB (Orca Network FB, SP)",11,3,2020,Nov,Nov-3,2020-11-3,01:00:00,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-03 19:30:00,47.87277,-122.39205,24.0,123670.0,"Likely J pod, milling (Orca Network, AY)",11,3,2020,Nov,Nov-3,2020-11-3,19:30:00,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Orca,2020-11-04 21:37:20,47.6979019598,-122.4227427,24.0,123701.0,"Trailers of J pod , others spread out in 1-3s north and east. Steady northbound.",11,4,2020,Nov,Nov-4,2020-11-4,21:37:20,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Southern Resident Killer Whale,2020-11-04 22:00:00,47.73742,-122.41333,24.0,123702.0,Male NB (3 surfacings),11,4,2020,Nov,Nov-4,2020-11-4,22:00:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 02:09:00,48.78558,-123.03271,41.0,123786.0,Heard off East Point (FB-SSOS),11,11,2020,Nov,Nov-11,2020-11-11,02:09:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 02:09:00,48.8734,-123.28083,41.0,123769.0,"SRKWs SB, J+K? (WSSJI)",11,11,2020,Nov,Nov-11,2020-11-11,02:09:00,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 16:30:00,48.04133,-122.62139,24.0,123792.0,"Orca calls heard for ~ 3 min (Orcasound, L. Brocklehurst)",11,11,2020,Nov,Nov-11,2020-11-11,16:30:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 17:06:00,48.02392,-122.60541,24.0,123795.0,(6-7) just outside Bush Point rip; 2nd group closer to shore (FB ON),11,11,2020,Nov,Nov-11,2020-11-11,17:06:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 17:40:00,47.96854,-122.55203,24.0,123797.0,"SB, some inshore of green mark (FB ON)",11,11,2020,Nov,Nov-11,2020-11-11,17:40:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 18:14:00,47.91458,-122.51771,24.0,123798.0,"Large group just passed Point No Point, EB (FB ON)",11,11,2020,Nov,Nov-11,2020-11-11,18:14:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 18:35:00,47.87901,-122.49513,24.0,123799.0,"Large group of orcas passing pilot point, SB, close to the Kitsap side.",11,11,2020,Nov,Nov-11,2020-11-11,18:35:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 19:24:00,47.80448,-122.43492,24.0,123800.0,"Orcas between Kingston & Edmonds ferry docks, ~mid- channel, maybe closer to Edmonds side.",11,11,2020,Nov,Nov-11,2020-11-11,19:24:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 19:50:00,47.78509,-122.44097,24.0,123801.0,Combination of ~3 sightings from Orca Network FB,11,11,2020,Nov,Nov-11,2020-11-11,19:50:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 20:30:00,47.70838,-122.45247,24.0,123802.0,6-8 orcas milling & foraging just south of Carkeek Park;  mid to west channel,11,11,2020,Nov,Nov-11,2020-11-11,20:30:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 21:30:00,47.66185,-122.46502,24.0,123804.0,Combo of ~4 sightings (Orca Network FB),11,11,2020,Nov,Nov-11,2020-11-11,21:30:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 21:50:00,47.64039,-122.4743,24.0,123805.0,"SB, mapped by M. Savoie (Orca Network FB)",11,11,2020,Nov,Nov-11,2020-11-11,21:50:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Orca,2020-11-11 22:05:21,47.6321732076,-122.479337784,24.0,123784.0,[Orca Network: SRKWs at least J pod southbound spread out in groups.],11,11,2020,Nov,Nov-11,2020-11-11,22:05:21,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
Southern Resident Killer Whale,2020-11-11 22:25:00,47.60377,-122.48364,24.0,123806.0,"Leaders SB near Restoration Point; many spread behind. Tactile social behavior (pink sea snake), breaches. (Orca Network FB)",11,11,2020,Nov,Nov-11,2020-11-11,22:25:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 23:15:00,47.57528,-122.46586,24.0,123807.0,"Combo of ~3 sightings near red/yellow buoys (Orca Network, FB)",11,11,2020,Nov,Nov-11,2020-11-11,23:15:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-11 23:30:00,47.52859,-122.44303,24.0,123808.0,"SB passing Lincoln Park, east of mid-channel",11,11,2020,Nov,Nov-11,2020-11-11,23:30:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-12 00:00:00,47.54547,-122.46925,24.0,123793.0,SB Js & Ks spread from S of S Bainbridge to N of N Vashon (Orca Network),11,12,2020,Nov,Nov-12,2020-11-12,00:00:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-12 00:49:00,47.49869,-122.44406,24.0,123809.0,"Many groups, widely spread out traveling SB on east side of Vashon far on the west side of channel, stragglers now between Vashon and Blake.",11,12,2020,Nov,Nov-12,2020-11-12,00:49:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-12 05:07:00,48.01423,-122.59655,24.0,123796.0,"2 females, 1 male, SB out from Adams road (FB ON)",11,12,2020,Nov,Nov-12,2020-11-12,05:07:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-12 16:20:00,47.62272,-122.47679,24.0,123813.0,"SB in groups, Murden Cove to Blake (Orca Network FB)",11,12,2020,Nov,Nov-12,2020-11-12,16:20:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-12 16:50:00,47.5617,-122.46174,41.0,123814.0,"Southern group SB fast, Alki to Fauntleroy from Manchester view point (Orca Network FB)",11,12,2020,Nov,Nov-12,2020-11-12,16:50:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-21 16:20:00,48.14814,-122.66633,1.0,123922.0,Many whales,11,21,2020,Nov,Nov-21,2020-11-21,16:20:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-21 16:45:00,47.81546,-122.47315,24.0,123940.0,"SB, J pod (ON FB)",11,21,2020,Nov,Nov-21,2020-11-21,16:45:00,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-21 17:20:00,47.75687,-122.45403,24.0,123942.0,SB (ON),11,21,2020,Nov,Nov-21,2020-11-21,17:20:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-21 18:30:00,47.63861,-122.45995,24.0,123943.0,"SB, widely spread (ON)",11,21,2020,Nov,Nov-21,2020-11-21,18:30:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-21 19:00:00,47.6016,-122.4597,24.0,123944.0,SB (ON),11,21,2020,Nov,Nov-21,2020-11-21,19:00:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-21 20:50:00,47.72232,-122.45963,24.0,123941.0,SB (FB),11,21,2020,Nov,Nov-21,2020-11-21,20:50:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-21 21:30:00,47.52593,-122.45237,24.0,123949.0,(ON),11,21,2020,Nov,Nov-21,2020-11-21,21:30:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-11-22 00:10:00,47.6583,-122.46645,24.0,123951.0,Direction variable (ON),11,22,2020,Nov,Nov-22,2020-11-22,00:10:00,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Orca,2020-11-27 19:00:38,47.6705789734,-122.460035852,10.0,123993.0,[Orca Network] 8-10 orcas southbound quickly mid channel off Shilshole. ( J pod),11,27,2020,Nov,Nov-27,2020-11-27,19:00:38,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Orca,2020-11-27 20:20:39,47.6873683117,-122.458964778,4.0,123992.0,[Orca Network] Southern residents J pod - J26 present. Southbound.,11,27,2020,Nov,Nov-27,2020-11-27,20:20:39,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
Orca,2020-11-27 22:21:44,47.535909866,-122.421235109,3.0,124025.0,J pod leaders. East side of channel off Lincoln Park southbound.,11,27,2020,Nov,Nov-27,2020-11-27,22:21:44,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Killer Whale (Orca),2020-12-06 14:15:00,48.04264,-122.62348,21.0,124092.0,"Orcasound, SRKW many S16s",12,6,2020,Dec,Dec-6,2020-12-6,14:15:00,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-08 19:42:00,48.05137,-122.39281,34.0,124129.0,"NB, J pod, K13s, K14s (Orca Network report)",12,8,2020,Dec,Dec-8,2020-12-8,19:42:00,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Southern Resident Killer Whale,2020-12-08 20:45:00,48.10717,-122.48234,34.0,124130.0,NB J+K (Orca Network report),12,8,2020,Dec,Dec-8,2020-12-8,20:45:00,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
